Deutsch_grundform,spanisch_grundform
Rollenkrisesoziologie,sociología de crisis de roles
Rollensgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración de roles
Rollentransitionsoziologie,sociología de transiciones de rol
Rollenwechselbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de roles
Roman,novela
Romantik,romanticismo
Route,ruta
Routine,rutina
Routineänderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio rutinario
Ruf,llamada
Ruhe,calma
Ruhm,fama
Rundfahrt,excursión
rücken,espalda
Rückkehr,regreso
Rücksichtnahme,consideración
Rückständigkeit,atraso
Sache,cosa
Sack,saco
Saft,jugo
Sage,leyenda
Saison,temporada
Salz,sal
Sammlung,colección
Sand,arena
Sanierungsauftrag,mandato saneador
Satire,sátira
Satz,frase
schaden,daño
Schadstoffvermeidung,prevención de contaminantes
schatten,sombra
Schauspiel,espectáculo
Schein,apariencia
Schematismus,esquematismo
Scherz,broma
Schicht,capa
Schichtwechselbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de estrato
Schicksal,destino
Schiff,barco
Schizophrenie,esquizofrenia
Schlacht,batalla
Schlaf,sueño
Schlag,golpe
Schlange,serpiente
Schloss,castillo
Schluss,conclusión
Schlüssel,llave
Schmerz,dolor
Schmuck,joyería
Schnee,nieve
Schnitt,corte
Schock,shock
Scholastik,escolástica
Schrank,armario
Schrift,escritura
Schritt,paso
Schuld,culpa
Schuldbewusstsein,sentimiento de culpa
Schule,escuela
Schutz,protección
Schutzauftrag,mandato de protección
Schutzpatronage,mecenazgo
Schutzsoziologie,sociología de la protección
schweigen,silencio
Schwerpunkt,centro de gravedad
Schwierigkeit,dificultad
Schwäche,debilidad
Schwächesoziologie,sociología de la debilidad
schätzen,estimar
Schöngeisterei,esteticismo
Schönheit,belleza
See,lago
Seele,alma
Seelenentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo del alma
segen,bendición
sehen,vista
Sehnsucht,anhelo
Sehnsuchtsoziologie,sociología de añoranzas
Seite,lado
Sektensoziologie,sociología sectaria
Sektor,sector
Selbst,mismo
Selbstachtung,autoestima
Selbstakzeptanz,autoaceptación
Selbstannahme,autoaceptación
Selbstbehauptung,autoafirmación
Selbstbeobachtung,auto-observación
Selbstbestimmung,autodeterminación
Selbstbestimmungskrisesoziologie,sociología de crisis de autodeterminación
Selbstbestimmungsoziologie,sociología de la autodeterminación
Selbstbewusstsein,autoconciencia
Selbstbildkrisesoziologie,sociología de crisis de autoimagen
Selbstdisziplin,autodisciplina
Selbstdisziplinsoziologie,sociología de la autodisciplina
Selbstdurchsetzung,autoimpocisión
Selbstentdeckung,autodescubrimiento
Selbstentfaltung,autodesarrollo
Selbstentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al autodesarrollo
Selbsterfahrung,autoexperiencia
Selbsterfüllung,autorrealización
Selbsterkenntnis,autoconocimiento
Selbstermächtigung,auto-empoderamiento
Selbstfindung,autoencuentro
Selbstfürsorge,autocuidado
Selbstgerechtigkeit,autojustificación
Selbstgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la autoconfiguración
Selbsthilfesoziologie,sociología de grupos de autoayuda
Selbstkontrollesoziologie,sociología del autocontrol
Selbstkonzeptkrisesoziologie,sociología de crisis del autoconcepto
Selbstkritik,autocrítica
Selbstliebe,amor propio
Selbstlosigkeit,altruismo
Selbstmanagementsoziologie,sociología de la autogestión
Selbstmitgefühl,autocompasión
Selbstmitleid,autocompasión
Selbstoptimierungsoziologie,sociología de la autooptimización
Selbstreflexion,autorreflexión
Selbstregulationsoziologie,sociología de la autorregulación
Selbstschutz,autoprotección
Selbstsicherheit,seguridad en sí mismo
Selbstsicherheitskrisesoziologie,sociología de crisis de seguridad personal
Selbstständigkeit,independencia
Selbstsucht,egoísmo
Selbstverantwortung,autorresponsabilidad
Selbstvergebung,autoperdón
Selbstverteidigung,autodefensa
selbstvertrauen,autoconfianza
Selbstvertrauenkrisesoziologie,sociología de crisis de autoconfianza
Selbstverwirklichung,autorrealización
Selbstverwirklichungsoziologie,sociología de la autorrealización
Selbstwahrnehmung,autopercepción
Selbstwert,valor propio
Selbstwertkrisesoziologie,sociología de crisis de autoestima
Selbstwirksamkeitssoziologie,sociología de la autoeficacia
Selbstüberschätzung,sobreestimación
Semantik,semántica
Seminar,seminario
Seniorenkultursoziologie,sociología de cultura senior
Seniorensoziologie,sociología de la tercera edad
Sensibilisierung,sensibilización
Sensibilität,sensibilidad
Sentimentalität,sentimentalismo
Separatismus,separatismo
Serialisierung,serialización
Serie,serie
Service,servicio
Serviceauftrag,mandato de servicio
Serviceorientierung,orientación al servicio
Sexismus,sexismo
Sexualitätsoziologie,sociología sexual
Sicherheit,seguridad
Sicherheitsauftrag,mandato de seguridad
Sicherheitsorientierung,orientación a la seguridad
Sicherheitssoziologie,sociología de la seguridad
Sicherungsauftrag,mandato asegurador
Sicht,vista
Sieg,victoria
Signal,señal
Silber,plata
Sinn,sentido
Sinnauftrag,mandato de sentido
Sinnhaftigkeit,significancia
Sinnkrisesoziologie,sociología de la crisis de sentido
Sinnlosigkeitssoziologie,sociología de la falta de sentido
Sinnorientierung,orientación al sentido
Sinnstiftung,creación de sentido
Sinnsuche,búsqueda de sentido
Sittlichkeit,moralidad
Sitz,asiento
Skandal,escándalo
Skepsissoziologie,sociología del escepticismo
Skeptizismus,escepticismo
Skizze,boceto
Sklaverei,esclavitud
Software,software
Sohn,hijo
Sold,paga
Solidarität,solidaridad
Solidaritätsauftrag,mandato solidario
Solidaritätsfähigkeitsentfaltung,desarrollo de la capacidad solidaria
Solidaritätsorientierung,orientación solidaria
Solidaritätsoziologie,sociología de la solidaridad
Solidaritätsprinzip,principio de solidaridad
Solidität,solidez
Sommer,verano
Sonne,sol
Sophisterei,sofistería
Sorge,preocupación
Sorgesoziologie,sociología de la preocupación
Sorte,tipo
Souveränität,soberanía
Sozialarbeitsoziologie,sociología del trabajo social
Sozialauftrag,mandato social
Sozialdarwinismus,darwinismo social
Sozialisationsauftrag,mandato socializador
Sozialisationssoziologie,sociología de la socialización
Sozialismus,socialismo
Sozialpsychologie,psicología social
Sozialpädagogiksoziologie,sociología de la educación social
Sozialverträglichkeit,compatibilidad social
Soziologie,sociología
Spannung,tensión
Spaziergang,paseo
Spaß,diversión
Spendensoziologie,sociología de las donaciones
Spezialisierung,especialización
Spezialisierungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la especialización
Spezialisierungsdifferenzierung,diferenciación especializativa
Spezialisierungssoziologie,sociología de la especialización
Spezialität,especialidad
Spiegel,espejo
Spiel,juego
Spielsoziologie,sociología del juego
Spiritualität,espiritualidad
Spiritualitätsoziologie,sociología de la espiritualidad
Spiritualitätszuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento espiritual
Spontaneität,espontaneidad
Sport,deporte
Sportsoziologie,sociología del deporte
Sprache,idioma
Sprecher,portavoz
Sprung,salto
Staat,estado
Stabilisierung,estabilización
Stabilisierungsauftrag,mandato estabilizador
Stabilität,estabilidad
Stabilitätszuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento estable
stadien,estadios
Stadium,estadio
Stadt,ciudad
Stadtsoziologie,sociología urbana
Stahl,acero
Stamm,tronco
Stand,posición
Standard,estándar
Standardisierung,estandarización
Standards,estándares
Starrsinn,obstinación
Startchancengleichheit,igualdad de condiciones iniciales
Statistik,estadística
Status,estado
Statusdifferenzierung,diferenciación de estatus
Statusinkonsistenz,inconsistencia de estatus
Statuskrisesoziologie,sociología de crisis de estatus
Statuspassagesoziologie,sociología de pasajes de estatus
Statuswechselbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de estatus
Staub,polvo
Steak,bistec
Stelle,lugar
Stellung,posición
Sterbenssoziologie,sociología de la muerte
Stereotyp,estereotipo
Stereotypisierung,estereotipación
stern,estrella
Steuer,impuesto
Steuergerechtigkeit,justicia fiscal
Stiftungssoziologie,sociología de fundaciones
Stigmatisierung,estigmatización
Stigmatisierungseffekt,efecto de estigmatización
Stil,estilo
Stilsoziologie,sociología del estilo
Stimme,voz
Stimmung,humor
Stock,palo
Stoff,material
Stoizismus,estoicismo
Stolz,orgullo
Stopp,parada
Story,historia
Strafe,castigo
Strahlenschutz,protección radiológica
Strand,playa
Strategie,estrategia
Strategieentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo estratégico
Strategiesoziologie,sociología estratégica
Straße,calle
Streiksoziologie,sociología de huelgas
Streit,disputa
Stress,estrés
Stressmanagementsoziologie,sociología de gestión del estrés
Stresssoziologie,sociología del estrés
Struktur,estructura
Strukturalismus,estructuralismo
Strukturdifferenzierung,diferenciación estructural
Strukturfunktionalismus,funcionalismo estructural
Strukturgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración estructural
Strukturperspektive,perspectiva estructural
Strukturwandel,cambio estructural
Student,estudiante
Studie,estudio
Studio,estudio
Stufe,nivel
stufen,etapas
Stuhl,silla
Stunde,hora
Sturm,tormenta
Stärke,fortaleza
Stärkenorientierung,orientación a fortalezas
Stärkung,fortalecimiento
Stück,pieza
Subjektivismus,subjetivismo
Subkultursoziologie,sociología subcultural
Subsidiaritätsprinzip,principio de subsidiariedad
Substanz,sustancia
Suche,búsqueda
Suchtsoziologie,sociología de la adicción
Suffizienz,suficiencia
Summe,suma
Supervisionsauftrag,mandato de supervisión
Supervisionsoziologie,sociología de la supervisión
Suprematie,supremacía
Surrogat,sustituto
Symbol,símbolo
Symbolismus,simbolismo
Symbolsoziologie,sociología simbólica
Symmetrie,simetría
Sympathie,simpatía
Syndikalismus,sindicalismo
Syndrom,síndrome
Synthese,síntesis
Synthesis,síntesis
System,sistema
Systematisierung,sistematización
Systemdifferenzierung,diferenciación sistémica
Systemfehler,fallo del sistema
Systemgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración sistémica
Systemperspektive,perspectiva sistémica
Systemstabilität,estabilidad sistémica
Systemtheorie,teoría de sistemas
Systemwandel,cambio sistémico
Szenariosoziologie,sociología de escenarios
Szene,escena
Säkularisation,secularización
Säkularisierung,secularización
Säkularisierungstheorie,teoría de la secularización
süden,sur
Tabuisierung,tabú
Tag,día
Talent,talento
Talententfaltung,desarrollo del talento
Talententwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo del talento
Talentsoziologie,sociología del talento
Tanz,danza
Tanzsoziologie,sociología de la danza
Tarif,tarifa
Tat,acto
Tatsache,hecho
Tausch,intercambio
Team,equipo
Teamentwicklungsoziologie,sociología del desarrollo de equipos
Teamfähigkeitsentfaltung,desarrollo de la capacidad de trabajo en equipo
Teamgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración grupal
Technik,técnica
Technisierung,tecnificación
Technologie,tecnología
technologiefolgen,consecuencias tecnológicas
Technologiegestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración tecnológica
Technologiesoziologie,sociología de la tecnología
Technologieverantwortung,responsabilidad tecnológica
Teil,parte
Teilhabe,participación
Teilhabegerechtigkeit,justicia de participación
Teilnahme,participación
Teilung,división
Telefon,teléfono
Telepathie,telepatía
Temperatur,temperatura
Tempo,tempo
Temposoziologie,sociología del tempo
Tendenz,tendencia
Termin,cita
Terminstresssoziologie,sociología del estrés temporal
Territorialität,territorialidad
Territorialsoziologie,sociología territorial
Terror,terror
Terrorismus,terrorismo
Terrorismussoziologie,sociología del terrorismo
Test,prueba
testverfahren,procedimiento de prueba
Text,texto
Theater,teatro
Theatersoziologie,sociología teatral
Thema,tema
Theologie,teología
Theoretisierung,teorización
Theorie,teoría
Theoriesoziologie,sociología teórica
Therapie,terapia
Therapieauftrag,mandato terapéutico
Therapiesoziologie,sociología terapéutica
Tiefezuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento profundo
Tier,animal
Tisch,mesa
Titel,título
Tod,muerte
Toilette,baño
Toleranz,tolerancia
Ton,tono
Tor,puerta
Totalitarismus,totalitarismo
Tour,gira
Tourismussoziologie,sociología del turismo
Traditionssoziologie,sociología de la tradición
Transdisziplinarität,transdisciplinariedad
Transformationsauftrag,mandato transformativo
Transformationsdynamik,dinámica de transformación
Transformationsprozeß,proceso de transformación
Transformationssoziologie,sociología de la transformación
Transkulturellesoziologie,sociología transcultural
Transmission,transmisión
Transparenz,transparencia
Transparenzauftrag,mandato de transparencia
Transparenzprinzip,principio de transparencia
Transport,transporte
Transzendenz,trascendencia
Trauer,duelo
Trauersoziologie,sociología del duelo
Trauertsoziologie,sociología del luto
Traum,sueño
Traumasoziologie,sociología del trauma
Traumatisierung,traumatización
Treff,encuentro
Trend,tendencia
Trendsoziologie,sociología de tendencias
Trendwende,cambio de tendencia
Treppe,escalera
Treue,fidelidad
Trieb,instinto
Tritt,paso
tropfen,gota
Trophäe,trofeo
Trost,consuelo
Trotz,desafío
Truppe,tropa
Tugend,virtud
Turm,torre
Typ,tipo
Typologie,tipología
Typus,tipo
Tätigkeit,actividad
Tüchtigkeit,competencia
Tür,puerta
Uhr,reloj
Ultranationalismus,ultranacionalismo
Umdenkungsbereitschaftskrisesoziologie,sociología de crisis de disposición al replanteamiento
Umfang,alcance
Umfeld,entorno
Umgang,trato
Umgebung,entorno
Umschulungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la reconversión
Umsetzung,implementación
Umsetzungsorientierung,orientación a la implementación
Umsetzungssoziologie,sociología de la aplicación
Umstand,circunstancia
Umverteilungsauftrag,mandato redistributivo
Umwelt,medio ambiente
Umweltaudit,auditoría ambiental
Umweltgerechtigkeit,justicia ambiental
Umweltorientierung,orientación ambiental
Umweltrecht,derecho ambiental
Umweltsoziologie,sociología ambiental
Umwelttechnik,tecnología ambiental
Umweltverantwortung,responsabilidad ambiental
Umweltverträglichkeit,compatibilidad ambiental
umweltzeichen,sello ambiental
Umweltzertifizierung,certificación ambiental
Umzugsbereitschaftskrisesoziologie,sociología de crisis de disposición a mudarse
Unabhängigkeit,independencia
Unabhängigkeitserklärung,declaración de independencia
Unabhängigkeitsoziologie,sociología de la independencia
Unbewusstsein,inconsciente
Unentschlossenheit,indecisión
Unerfahrenheit,inexperiencia
Unfall,accidente
Ungerechtigkeit,injusticia
Ungewissheit,incertidumbre
Universalismus,universalismo
Universalität,universalidad
Universalitätsanspruch,pretensión de universalidad
Universität,universidad
Unmenschlichkeit,inhumanidad
Unparteilichkeit,imparcialidad
Unpersönlichkeit,impersonalidad
Unrecht,injusticia
Unruhe,inquietud
Unsicherheit,inseguridad
Unsicherheitssoziologie,sociología de la incertidumbre
unternehmen,empresa
Unternehmergeist,espíritu emprendedor
Unterschied,diferencia
Unterstützung,apoyo
Unterstützungsauftrag,mandato de apoyo
Unterstützungssoziologie,sociología del apoyo
Untersuchung,investigación
Untertreibung,subestimación
unvermögen,incapacidad
Urbanisierung,urbanización
Urlaub,vacaciones
Ursache,causa
Ursprung,origen
Ursprünglichkeit,originalidad
Urteil,juicio
Urteilsbildungsoziologie,sociología de formación de juicios
Urteilsänderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de juicio
Utilitarismus,utilitarismo
Utopie,utopía
Validierung,validación
Vandalismus,vandalismo
variablen,variables
Vater,padre
Vegetarismus,vegetarianismo
Verallgemeinerung,generalización
Verantwortung,responsabilidad
Verantwortungsauftrag,mandato de responsabilidad
Verantwortungsbewusstsein,conciencia de responsabilidad
Verantwortungsethik,ética de la responsabilidad
Verantwortungsfähigkeitsentfaltung,desarrollo de la capacidad de responsabilidad
Verantwortungsorientierung,orientación responsable
Verantwortungsverteilung,distribución de responsabilidades
Verantwortungswechselbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de responsabilidades
Verband,asociación
Verbandsoziologie,sociología asociativa
Verbesserung,mejora
Verbesserungsauftrag,mandato de mejora
Verbesserungsprinzip,principio de mejora
Verbreitung,difusión
Verbundenheit,compromiso
Verbundenheitsentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo de la conexión
Verdacht,sospecha
Verdienst,mérito
Verein,asociación
Vereinheitlichung,unificación
verfahren,procedimiento
Verfahrensfairness,equidad procesal
Verfahrensgerechtigkeit,justicia procesal
Verfahrensgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración procedimental
Verfassung,constitución
Verfassungsauftrag,mandato constitucional
Verfassungsgerichtsbarkeit,jurisdicción constitucional
Verfassungsschutz,protección constitucional
Verfügbarkeit,disponibilidad
Verfügung,disposición
Vergangenheit,pasado
Vergebungssoziologie,sociología del perdón
vergehen,delito
Vergleich,comparación
Vergleichbarkeit,comparabilidad
verhalten,comportamiento
Verhaltensforschung,investigación conductual
Verhaltensändernungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio conductual
Verhaltensänderung,cambio de comportamiento
Verhaltensökonomie,economía conductual
Verhandlungsgeschick,habilidad negociadora
Verhältnis,relación
Verhältnismäßigkeit,proporcionalidad
Verhältnismäßigkeitsprinzip,principio de proporcionalidad
Verkauf,venta
Verkehr,tráfico
verlangen,demanda
Verlauf,curso
Verlust,pérdida
Verlässlichkeit,fiabilidad
Vermittlung,mediación
Vermittlungsauftrag,mandato mediador
vermögen,fortuna
Vermögensgerechtigkeit,justicia patrimonial
Vernachlässigung,negligencia
Vernetzung,interconexión
Vernunft,razón
Vernunftsoziologie,sociología de la razón
Verpflichtung,obligación
Versammlung,reunión
Verschwendung,derroche
Versicherung,seguro
Version,versión
Versorgung,suministro
Versorgungsauftrag,mandato de suministro
Verstand,entendimiento
Verstädterung,urbanización
Verständnis,comprensión
Verständniszuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento comprensivo
Verstärkung,refuerzo
Versuch,intento
Versöhnungssoziologie,sociología de la reconciliación
Verteidigung,defensa
Verteidigungsauftrag,mandato defensivo
Verteilungsauftrag,mandato distributivo
Verteilungsgerechtigkeit,justicia distributiva
Vertrag,contrato
vertrauen,confianza
Vertrauensentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo de la confianza
Vertrauenssoziologie,sociología de la confianza
Vertrauenswürdigkeit,confiabilidad
Vertreibungssoziologie,sociología del desplazamiento
Verursacherprinzip,principio del contaminador paga
Verwaltung,administración
Verwaltungssoziologie,sociología administrativa
Verwendung,uso
Verwirklichung,materialización
Verzicht,renuncia
Veränderung,cambio
Veränderungsauftrag,mandato de cambio
Veränderungsbereitschaft,disposición al cambio
Veränderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio
Veränderungssoziologie,sociología del cambio
Veröffentlichung,publicación
Video,video
Vielfalt,diversidad
Viertel,cuarto
Virtualisierung,virtualización
Virtualität,virtualidad
Virtualitätsoziologie,sociología de la virtualidad
Virus,virus
Vision,visión
Visionsentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo de visiones
Visualisierung,visualización
Vitalität,vitalidad
Vitamin,vitamina
Vogel,pájaro
Volk,pueblo
Volksauftrag,mandato popular
Volkskultursoziologie,sociología de cultura popular
Volkswirtschaftslehre,ciencias económicas
Vollendung,culminación
Vollkommenheit,perfección
Voraussetzung,presupuesto
Vorbereitung,preparación
Vorbild,modelo
Vorführung,presentación
Vorgang,proceso
vorhaben,proyecto
Vorhersage,predicción
Vorschlag,propuesta
Vorschrift,norma
vorschriften,reglamentos
Vorsicht,precaución
Vorsorgeauftrag,mandato de precaución
Vorsorgeoziologie,sociología de la precaución
Vorsorgeprincip,principio precautorio
Vorsorgeprinzip,principio precautorio
Vorstellung,idea
Vorstellungskraft,poder de imaginación
Vorteil,ventaja
Vortrag,conferencia
Vorurteil,prejuicio
Vorurteilsbildung,formación de prejuicios
Vulnerabilität,vulnerabilidad
Völkerverständigung,entendimiento entre pueblos
Wachstum,crecimiento
Wachstumsauftrag,mandato de crecimiento
Wachstumsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento
Waffe,arma
Wahl,elección
Wahlsoziologie,sociología electoral
Wahrhaftigkeit,veracidad
Wahrheit,verdad
Wahrheitsfindung,búsqueda de la verdad
Wahrheitssuche,búsqueda de la verdad
Wahrnehmung,percepción
Wahrnehmungsfilter,filtro perceptivo
Wahrnehmungspsychologie,psicología de la percepción
Wahrnehmungsänderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio perceptivo
Wahrscheinlichkeitsrechnung,cálculo de probabilidades
Wald,bosque
Wand,pared
Wandel,cambio
Wandelperspektive,perspectiva del cambio
Wandelsoziologie,sociología del cambio
Wanderlust,ganas de viajar
Wanderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al traslado
Wandlungsauftrag,mandato de cambio
Wandlungsfähigkeit,capacidad de cambio
Ware,mercancía
Warnung,advertencia
Wartezeitsoziologie,sociología de los tiempos de espera
Wartung,mantenimiento
Wasser,agua
Wassergerechtigkeit,justicia hídrica
Wechsel,cambio
Weg,camino
Wehe,dolor
Wehr,defensa
Weib,mujer
Weile,rato
Wein,vino
Weise,manera
Weisheit,sabiduría
Weisheitszuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento sapiencial
Weisung,instrucción
Weite,extensión
Weiterbildung,formación continua
Weiterbildungsauftrag,mandato de formación continua
Weiterbildungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la formación continua
Weiterbildungssoziologie,sociología de la formación continua
Welt,mundo
Weltanschauung,cosmovisión
Weltanschauungswandelbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio cosmovisional
Weltbilderweiterung,ampliación de la cosmovisión
Weltoffenheit,apertura al mundo
Weltordnung,orden mundial
Weltverantwortung,responsabilidad mundial
Wendung,giro
Werbung,publicidad
Werdegang,trayectoria
Werk,obra
Werkzeug,herramienta
Werkzeuggestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración de herramientas
Wert,valor
Werte,valores
Werteauftrag,mandato axiológico
Werteentwicklung,desarrollo de valores
Werteorientierung,orientación axiológica
Wertewandel,cambio de valores
Wertewandelbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio axiológico
Wertewandelstheorie,teoría del cambio de valores
Wertschätzung,aprecio
Wertschöpfungskette,cadena de valor añadido
wesen,ser
Wesensart,naturaleza
westen,oeste
Wettbewerbsorientierung,orientación competitiva
Wettbewerbsverzerrung,distorsión de la competencia
Wetter,tiempo
Wichtigkeit,importancia
Widersprüchlichkeit,contradictoriedad
Widerstand,resistencia
Widerstandsauftrag,mandato de resistencia
Widerstandsfähigkeit,resistencia
Widerstandssoziologie,sociología de la resistencia
Wiederaufbauauftrag,mandato reconstructivo
Wiedereingliederungsauftrag,mandato de reinserción
Wiederholung,repetición
Wiederverwertung,reutilización
Wille,voluntad
Willensfreiheit,libre albedrío
Wind,viento
Winter,invierno
Wirklichkeit,realidad
Wirksamkeit,eficacia
Wirkung,efecto
Wirkungssoziologie,sociología de los efectos
Wirtschaft,economía
Wirtschaftlichkeit,rentabilidad
Wirtschaftsethik,ética económica
Wirtschaftssoziologie,sociología económica
Wissbegier,sed de conocimiento
wissen,conocimiento
Wissenschaft,ciencia
Wissenschaftsauftrag,mandato científico
Wissenschaftssoziologie,sociología científica
Wissenschaftstheorie,teoría de la ciencia
Wissenschaftsverantwortung,responsabilidad científica
Wissensdurst,sed de conocimiento
Wissenserweiterung,ampliación del saber
Wissenshunger,hambre de conocimiento
Wissensmanagementsoziologie,sociología de la gestión del conocimiento
Wissenssoziologie,sociología del conocimiento
Wissensverantwortung,responsabilidad del conocimiento
Wissenszuwachsbereitschaftskrisesoziologie,sociología de crisis de disposición al crecimiento del conocimiento
Witz,chiste
Woche,semana
Wohl,bienestar
wohlbefinden,bienestar
Wohlfahrt,bienestar
Wohlfahrtsauftrag,mandato de bienestar
Wohlstand,bienestar
Wohlstandsauftrag,mandato de prosperidad
Wohngerechtigkeit,justicia habitacional
Wohnung,vivienda
Wolke,nube
Wort,palabra
Wunder,milagro
Wunderbarkeit,maravilla
Wunsch,deseo
Wunschsoziologie,sociología de deseos
Wurzel,raíz
Wut,ira
Wählerauftrag,mandato electoral
Wärme,calidez
Würde,dignidad
Würdigung,reconocimiento
Xenophobie,xenofobia
Zahl,número
Zeit,tiempo
Zeitgeist,espíritu de la época
Zeitmanagementsoziologie,sociología de la gestión del tiempo
Zeitsoziologie,sociología temporal
Zeitung,periódico
Zentralisierung,centralización
Zentrierung,centrado
Zentrum,centro
Zeremonialsoziologie,sociología ceremonial
Zeremonie,ceremonia
Zerstörung,destrucción
Zeugnis,testimonio
Ziel,objetivo
Zielorientierung,orientación a objetivos
Zimmer,habitación
Zins,interés
Zivilcourage,valor civil
Zivilgesellschaft,sociedad civil
Zivilgesellschaftsoziologie,sociología de la sociedad civil
Zivilisationsentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo civilizatorio
Zone,zona
Zufall,casualidad
Zufriedenheit,satisfacción
Zugang,acceso
Zugangsgerechtigkeit,justicia de acceso
Zugehörigkeit,pertenencia
Zugehörigkeitsentwicklungsbereitschaftskrisesoziologie,sociología de crisis de disposición al desarrollo de la pertenencia
Zukunft,futuro
Zukunftsauftrag,mandato futuro
Zukunftsbild,imagen del futuro
Zukunftsfähigkeit,capacidad de futuro
Zukunftsgestaltungsbereitschaftskrisesoziologie,sociología de crisis de disposición a la configuración del futuro
Zukunftsorientierung,orientación al futuro
Zukunftsperspektive,perspectiva futura
Zukunftsrecht,derecho del futuro
Zukunftsresilienz,resiliencia futura
Zukunftssoziologie,sociología del futuro
Zukunftsverantwortung,responsabilidad futura
Zulassung,admisión
Zunahme,aumento
Zuneigung,afecto
Zunge,lengua
Zuordnung,asignación
Zurückhaltung,reserva
Zusammenarbeit,colaboración
Zusammengehörigkeit,cohesión
Zusammenhang,conexión
Zusammensetzung,composición
Zusatz,añadido
Zuschauer,espectador
Zustand,estado
Zustimmung,aprobación
Zuverlässigkeit,confiabilidad
Zuversicht,confianza
Zuversichtsoziologie,sociología de la confianza
Zuwachs,crecimiento
Zuwendung,atención
Zwang,coacción
Zwangsoziologie,sociología obsesivo-compulsiva
Zweck,propósito
Zweckmäßigkeit,funcionalidad
Zweifel,duda
Zweifelsoziologie,sociología de la duda
Zweig,rama
Zwischenfall,incidente
Zynismus,cinismo
Äquator,ecuador
Äquivalenz,equivalencia
Ästhetik,estética
Ästhetiksoziologie,sociología estética
Äußerung,manifestación
Öffentlichkeit,publicidad
Öffentlichkeitssoziologie,sociología de la esfera pública
Ökobilanz,balance ecológico
Ökolabel,etiqueta ecológica
Ökonomie,economía
Ökonomisierung,economización
Ökosystemschutz,protección de ecosistemas
Öl,aceite
Über,sobre
Überblick,visión general
Überforderungssoziologie,sociología de la sobrecarga
Übergang,transición
Übergangsoziologie,sociología transicional
Übergangsritualsoziologie,sociología de rituales de paso
Überlegenheit,superioridad
Überlegung,reflexión
Übernahme,adquisición
Überraschung,sorpresa
Überschrift,título
Übersetzung,traducción
Übersetzungsauftrag,mandato traductor
Übertragung,transmisión
Übertreibung,exageración
Überwachungsauftrag,mandato de vigilancia
Überwachungssoziologie,sociología de la vigilancia
Überzeugung,convicción
Überzeugungsfähigkeitsentfaltung,desarrollo de la capacidad persuasiva
Überzeugungsänderungsbereitschaftskrisesoziologie,sociología de crisis de disposición al cambio de convicciones
Übung,ejercicio
