Deutsch_grundform,spanisch_grundform
Vorwarnung,vorwarnung
Vorwissen,vorwissen
Vorwurf,vorwurf
Vorzug,vorzug
Wachturm,wachturm
Wahrnehmung,wahrnehmung
Wahrnehmungsbereich,wahrnehmungsbereich
Waise,waise
Walzer,walzer
Wandel,wandel
Wange,wange
Warenstrom,warenstrom
Warnsignal,warnsignal
Wartezeit,wartezeit
Wasserleitung,wasserleitung
Wasserstoff,wasserstoff
Wechsel,wechsel
Weiche,weiche
Weichen,weichen
Weideland,weideland
Weiterentwicklung,weiterentwicklung
Welle,welle
Weltbank,weltbank
Weltbild,weltbild
Welterbe,welterbe
Weltformel,weltformel
Welthandel,welthandel
Weltkulturerbe,weltkulturerbe
Weltmeistertitel,weltmeistertitel
Weltwirtschaft,weltwirtschaft
Werbeagentur,werbeagentur
Werbeaktion,werbeaktion
Werbeanzeige,werbeanzeige
Werbegrafik,werbegrafik
Werbestrategie,werbestrategie
Werkstudent,werkstudent
Wertewandel,wertewandel
Wertgegenstand,wertgegenstand
Weste,weste
Wette,wette
Wichtigkeit,wichtigkeit
Widerspruch,widerspruch
Wiederaufbereitung,wiederaufbereitung
Wiedervereinigung,wiedervereinigung
Wimper,wimper
Windel,windel
Windeseile,windeseile
Windrad,windrad
Winter,winter
Wirkstoff,wirkstoff
Wirkung,wirkung
Wirtschaftskrise,wirtschaftskrise
Wirtschaftsprozess,wirtschaftsprozess
Wirtschaftssektor,wirtschaftssektor
Wirtschaftswunder,wirtschaftswunder
Wissensbeschaffung,wissensbeschaffung
Wissenschaftssprache,wissenschaftssprache
Wissenschaftszentrum,wissenschaftszentrum
Wochen,wochen
Wochenendbeziehung,wochenendbeziehung
Wohnform,wohnform
Wohnsitz,wohnsitz
Wohnungssuche,wohnungssuche
Workaholic,workaholic
Worten,worten
Wortfeld,wortfeld
Wunde,wunde
Wurzel,wurzel
Wut,wut
Wörter,wörter
Wörtern,wörtern
Wühltisch,wühltisch
Wüste,wüste
Zahlungsmittel,zahlungsmittel
Zahlungsmöglichkeit,zahlungsmöglichkeit
Zahlungsverkehr,zahlungsverkehr
Zahnpastatube,zahnpastatube
Zahnärztin,zahnärztin
Zauber,zauber
Zaun,zaun
Zeigefinger,zeigefinger
Zeitalter,zeitalter
Zeitplan,zeitplan
Zeitraum,zeitraum
Zeitreise,zeitreise
Zeitstrahl,zeitstrahl
Zeitvertreib,zeitvertreib
Zelle,zelle
Zensur,zensur
Zerfall,zerfall
Zinssatz,zinssatz
Zitat,zitat
Zufriedenheit,zufriedenheit
Zugabe,zugabe
Zugang,zugang
Zugewanderte,zugewanderte
Zugunglück,zugunglück
Zulassung,zulassung
Zuneigung,zuneigung
Zuordnung,zuordnung
Zusammenfassung,zusammenfassung
Zusatz,zusatz
Zuschuss,zuschuss
Zustand,zustand
Zuständigkeit,zuständigkeit
Zutat,zutat
Zuverlässigkeit,zuverlässigkeit
Zuwanderer,zuwanderer
Zuwanderin,zuwanderin
Zuwanderung,zuwanderung
Zuzug,zuzug
Zäpfchen,zäpfchen
Zöpfchen,zöpfchen
Abends,por la noche
Abenteuerlich,aventurero
Abenteuerlustig,apasionado por la aventura
Abgegeben,entregado
Abgehoben,pretencioso
Abgeschlagen,cansado
Abgesehen,excepto
Abgrenzen,delimitar
Abheben,retirar
Abhängig,dependiente
Ablegen,depósito
Abriegeln,aislar
Abrunden,redondear
Absagen,cancelar
Abschaffen,abolir
Abschwächen,debilitar
Absolvieren,completar
Abstrakt,abstracto
Abwechslungsreich,variado
Aggressiv,agresivo
Aktuellen,actuales
Akustisch,acústico
Akut,agudo
Akzeptabel,aceptable
Akzeptieren,aceptar
Alarmieren,alarma
Alarmiert,alarmado
Alkoholfrei,sin alcohol
Alle,todos
Alleinerziehend,soltero con hijos
Allergisch,alérgico
Allgemein,general
Allgemeinmedizinischen,medicina general
Allzu,demasiado
Altmodisch,anticuado
Amtlich,oficial
Amüsant,divertido
Analysieren,analizar
Analysierte,analizados
Anbauen,cultivar
Andernfalls,de lo contrario
Andeuten,sugerir
Aneignen,adquirir
Anerkannt,reconocido
Anerkennend,reconociendo
Anfügen,adjuntar
Anfühlen,sentir
Angeboren,innato
Angegriffen,atacado
Angepasst,adaptado
Angeschlagen,deteriorado
Angesehen,considerado
Angesichts,dada
Angezogen,atraído
Ankündigen,anunciar
Anlässlich,con ocasión de
Anonym,anónimo
Anonymen,anónimos
Anormal,anormal
Anpassen,adaptar
Anrechnen,acreditar
Anrühren,emocionar
Anschaffen,prostituirse
Anscheinend,aparentemente
Anschließen,conectar
Ansehnlich,atractivo
Ansonsten,por lo demás
Anspruchslos,sencillo
Anstecken,contagiar
Antizipieren,anticipar
Anvertrauen,confiar
Applaudieren,aplaudir
Arbeitet,trabaja
Arbeitete,trabajó
Arbeitsfrei,libre de trabajo
Aromatisch,aromático
Arrogant,arrogante
Attraktiv,atractivo
Atypisch,atípico
Auffrischen,refrescar
Auffällig,notable
Aufführen,representar
Aufgehalten,detenido
Aufgeregt,emocionado
Aufgerieben,agotado
Aufgerufen,llamado
Aufgrund,debido a
Auflisten,listar
Aufregen,enfadar
Aufreiben,agotar
Aufsehenerregend,sensacional
Auftanken,repostar
Aufwendig,laborioso
Aufwärmen,calentar
Ausbauen,expandir
Ausbremsen,frenar
Ausdrücken,expresar
Ausdrücklich,explícitamente
Ausführlich,detallado
Ausgebucht,agotado
Ausgehalten,soportado
Ausgekannt,experto
Ausgekommen,arreglado
Ausgeliehen,prestado
Ausgestorben,extinto
Ausgewogen,equilibrado
Ausgiebig,abundante
Ausgrenzen,excluir
Auskennen,conocer
Ausleben,disfrutar
Auslöschen,borrar
Ausmalen,pintar
Ausprobieren,probar
Ausrauben,robar
Ausreichen,suficiente
Ausreichend,suficiente
Ausreisen,salir del país
Ausschließen,excluir
Ausstrecken,estirar
Ausverkauft,agotado
Auswerten,evaluar
Auszahlen,pagar
Authentisch,auténtico
Autonom,autónomo
Außergewöhnlich,extraordinario
Bang,tímido
Bankrott,quiebra
Baumbeschattet,sombreado por árboles
Bauten,edificios
Beabsichtigen,intencionado
Beantragen,solicitar
Beauftragen,encargar
Bebildert,ilustrado
Bedauernswert,lamentable
Bedecken,cubrir
Bedenkenlos,sin escrúpulos
Bedenklich,preocupante
Bedeutend,importante
Bedienen,servir
Bedrohen,amenazar
Bedrohlich,amenazante
Bedroht,amenazado
Bedürftig,necesitado
Beerdigen,enterrar
Befand,estaba
Befassen,ocuparse
Befehlen,ordenar
Befestigen,fijar
Befindet,se encuentra
Befragen,interrogar
Befristen,limitar
Befunden,encontrado
Befürworten,apoyar
Begab,dotado
Begeben,ocurrir
Begehen,cometer
Begeistert,entusiasmado
Begreifen,comprender
Begrenzen,limitar
Behaupten,afirmar
Beherrschen,dominar
Behindern,obstaculizar
Beigebracht,enseñado
Beigetragen,contribuido
Beiläufig,casualmente
Beim,en el
Beispielsweise,por ejemplo
Beladen,cargado
Belastbar,resistente
Belasten,cargar
Belaufen,ascender a
Belief,creencia
Belüften,ventilar
Bemerkenswert,notable
Bemessen,medir
Bemühen,esforzarse
Benachrichtigen,notificar
Benahm,se comportó
Benennen,nombrar
Benommen,aturdido
Berechnen,calcular
Bereichern,enriquecer
Bereisen,viajar
Bereits,ya
Bereuen,arrepentirse
Berufstätig,empleado
Beruhigend,tranquilizador
Berücksichtigen,considerar
Berühren,tocar
Besah,miró
Beschleunigen,acelerar
Beschriften,etiquetar
Beschränken,limitar
Beschädigen,dañar
Beschäftigen,ocupar
Besehen,visitado
Besitzen,poseer
Besteigen,subir
Bestimmen,determinar
Bestmöglich,óptimo
Bestäuben,pulverizar
Betonen,enfatizar
Betrachten,considerar
Betreffen,afectar
Betreiben,operar
Betreten,entrar
Betreuen,cuidar
Betriebswirtschaftlich,gestión empresarial
Betroffen,afectado
Betätigen,activar
Beurteilen,evaluar
Bevor,antes de
Bevorzugen,preferir
Bewachen,vigilar
Bewegte,emocionado
Bewerten,evaluar
Bewirken,causar
Bewundern,admirar
Bewusst,consciente
Bewähren,probarse
Bewältigen,manejar
Bewässern,regar
Bezeichnen,denominar
Bezeichnet,denominado
Beziehen,obtener
Bezog,obtuvo
Bezweifeln,dudar
Bikulturell,bicultural
Bilderreich,imaginativo
Bilingual,bilingüe
Blamieren,avergonzar
Blicken,mirar
Blinken,parpadear
Blitzen,relampaguear
Blockieren,bloquear
Boykottieren,boicotear
Brach,rompió
Brachte,trajo
Budgetverantwortlich,responsable del presupuesto
Bundesweit,nacional
Bündeln,agrupar
Bürgerlich,burgués
Bürokratisch,burocrático
Charakteristisch,característico
Checken,comprobar
Chronisch,crónico
Dadurch,por eso
Daheim,en casa
Dahergekommen,proveniente
Dahinterstecken,oculto
Damit,con eso
Daraufhin,después de eso
Dauerhaft,permanente
Definieren,definir
Definitiv,definitivo
Deklarieren,declarar
Dekorieren,decorar
Demotivieren,desmotivar
Depressiv,depresivo
Deprimierend,deprimente
Derzeit,actualmente
Designen,diseñar
Desillusioniert,desilusionado
Destruktiv,destructivo
Detailliert,detallado
Deuten,interpretar
Dezimieren,decimar
Diagnostizieren,diagnosticar
Dicht,denso
Dieses,este
Direkten,directos
Disqualifizieren,descalificar
Distanzieren,distancia
Diversen,varios
Dominant,dominante
Donnern,tronar
Doof,tonto
Drahtlos,inalámbrico
Dramatisch,dramático
Draufhauen,golpear
Drauflos,sin pensar
Dreckig,sucio
Drehen,girar
Dreht,gira
Drohen,amenazar
Dummerweise,estúpidamente
Dumpf,sordo
Durcharbeiten,trabajar a fondo
Durchatmen,respirar profundamente
Durchaus,ciertamente
Durchblättern,hojear
Durchführbar,ejecutable
Durchsetzen,imponer
Durchsetzungsstark,asertivo
Durchsichtig,transparente
Dynamisch,dinámico
Dösen,adormecerse
Effektiv,efectivo
Ehemalig,antiguo
Ehesten,lo más pronto posible
Ehrenamtlich,voluntario
Ehrgeizig,ambicioso
Eigensinnig,caprichoso
Eigenständig,independiente
Eilen,apresurarse
Einarbeiten,integrarse
Einatmen,inspirar
Eindeutig,claro
Einem,a un
Einer,a una
Eingegangen,aceptado
Eingelassen,permitido
Eingerechnet,incluido
Eingestanden,admitido
Eingestehen,confesar
Eingrenzen,limitar
Einheimisch,nativo
Einheitlich,uniforme
Einholen,consultar
Einigen,acordar
Einigten,acordaron
Einlassen,admitir
Einleben,adaptarse
Einlenken,ceder
Einleuchtend,evidente
Einpflanzen,plantar
Einplanen,planificar
Einprägen,imprimir
Einseitig,unilateral
Einsprachig,monolingüe
Einspurig,de un solo carril
Einstellen,ajustar
Einstig,de un solo piso
Einstürzen,derrumbarse
Einteilen,dividir
Einvernehmlich,de común acuerdo
Einwandfrei,impecable
Einwählen,marcar
Einzigartig,único
Eitel,vain
Ekeln,repugnar
Ekelte,repugnó
Elektronisch,electrónico
Empfinden,sentir
Empfindlich,sensible
Empfunden,sentido
Endgültig,definitivo
Endlos,infinito
Energiesparend,ahorrador de energía
Engagieren,comprometerse
Enorm,enorme
Entfalten,desarrollar
Entfremden,alienar
Entführen,secuestrar
Entgehen,escapar
Entkräften,debilitar
Entlassen,despedir
Entrichten,pagar
Entscheidend,decisivo
Entschied,decidió
Entsorgen,desechar
Entspannt,relajado
Entstammen,provenir
Entstanden,surgido
Entweichen,escapar
Entwerfen,diseñar
Entwickeln,desarrollar
Entziehen,retirar
Erarbeiten,elaborar
Erben,heredar
Ereignen,ocurrir
Erfassen,capturar
Erfolgen,suceder
Erfolglos,fallido
Erforderlich,necesario
Erfreulicherweise,afortunadamente
Erfüllen,cumplir
Ergab,produjo
Ergeben,resultar
Ergehen,ocurrir
Ergiebig,productivo
Ergreifen,agarrar
Erhalten,recibir
Erheben,elevar
Erheblich,considerable
Erhitzen,calentar
Erhoffen,esperar
Erholungsbedürftig,necesitado de descanso
Erhältlich,disponible
Erhöhen,aumentar
Erhöhte,aumentado
Erkennbar,visible
Erkundigen,informarse
Erkundigte,se informó
Erlernen,aprender
Erläutern,explicar
Ermitteln,investigar
Ermöglichen,permitir
Ermöglicht,permite
Erneut,renovado
Ernst,serio
Ernähren,nutrir
Erobern,conquistar
Erpressen,extorsionar
Erschaffen,crear
Erscheinen,aparecer
Erschließen,desbloquear
Erschreckend,asustador
Erschweren,dificultar
Erstatten,reembolsar
Erstaunlich,asombroso
Erstaunlicherweise,sorprendentemente
Ersticken,asfixiar
Erstrebenswert,deseable
Erstreckt,extiende
Ertragen,soportar
Ertragreich,productivo
Erträglich,soportable
Erwecken,despertar
Erweisen,demostrar
Erwerben,adquirir
Erwerbstätig,activo laboralmente
Erwies,demostró
Erwischen,atrapar
Erwähnen,mencionar
Erwärmen,calentar
Erzeugen,generar
Erzielen,lograr
Erzwingen,obligar
Erzwungen,forzado
Eröffnen,abrir
Etablieren,establecer
Ethisch,ético
Eventuell,posiblemente
Ewig,eterno
Exotisch,exótico
Experimentieren,experimentar
Explodieren,explotar
Exportieren,exportar
Extrovertiert,extrovertido
Fachlich,técnico
Farbenfroh,colorido
Fehlerlos,impecable
Fein,fino
Ferngelegen,lejano
Fertigen,fabricar
Festes,sólido
Festgehalten,mantenido
Festlegen,determinar
Feststellen,constatar
Filmreif,cinematográfico
Filtern,filtrar
Final,final
Fixieren,fijar
Flanieren,pasear
Flechten,trenzar
Flitzen,corretear
Fluchen,maldiciendo
Flüssig,fluido
Fokussieren,centrarse
Formulieren,formular
Forschen,investigar
Fraglich,dudoso
Freigehalten,mantenido libre
Freundschaftlich,amigable
Freut,se alegra
Friedlich,pacífico
Fristlos,inmediato
Frustriert,frustrado
Frühen,temprano
Fulminant,repentino
Fusionieren,fusionar
Fähig,capaz
Fälschlicherweise,erróneamente
Färben,teñir
Fühlt,siente
Fühlte,sintió
Führen,llevar
Füllig,lleno
Fürsorglich,cariñoso
Ganze,completo
Gebürtig,nacido
Gefährden,poner en peligro
Gefährdet,en riesgo
Gegangen,ido
Gegeben,dado
Gegenseitig,mutuo
Gegenüberliegend,opuesto
Gehabt,tenido
Gehört,pertenece
Geistig,mental
Gekommen,llegado
Verwaltung,administración
verwandt,pariente
verwechseln,confundir
verwenden,usar
verzeihen,perdonar
Verzeihung,perdón
verzichten,renunciar
viel/viele,mucho
vielleicht,quizás
virtuell,virtual
Virus,virus
Visitenkarte,tarjeta de visita
Visum,visado
Vitamin,vitamina
voll,lleno
Vollzeit,a tiempo completo
völlig,completamente
von,de
voneinander,el uno del otro
vor,delante de
vor allem,sobre todo
voraus,por adelantado
Voraussetzung,requisito
vorbei/vorbei-,pasado
vorbereiten,preparar
Vorbereitung,preparación
vorder-,delantero
Vorfahrt,preferencia
vorgestern,anteayer
vorhaben,tener la intención
vorher,antes
vorhin,hace un momento
vorläufig,provisional
vorlesen,leer en voz alta
vorn,delante
Vorort,suburbio
vorschlagen,sugerir
Vorschrift,norma
vorsichtig,con cuidado
sich vorstellen,presentarse
Vorstellung,presentación
Vorteil,ventaja
vorwärts,hacia adelante
waagerecht,horizontal
wach,despierto
wachsen,crecer
wählen,elegir
Wahl,elección
wahnsinnig,loco
wahr,verdad
Wahrheit,verdad
während,mientras
wandern,hacer senderismo
Wanderung,excursión
wann,cuándo
warm,caliente
Wärme,calor
warnen,advertir
warten,esperar
warum,por qué
was,qué
was für ein,qué tipo de
waschen,lavar
Wäsche,ropa
Waschmittel,detergente
wechseln,cambiar
wecken,despertar
Wecker,despertador
weder ... noch,ni ... ni
weg/weg-,ido
wegen,a causa de
wehtun,doler
weiblich,femenino
weich,blando
sich weigern,negarse
weil,porque
weinen,llorar
-weise,-mente
weit,lejos
weiter/weiter-,más
Weiterbildung,formación continua
welcher,cuál
weltweit,mundial
wenden,girar
wenig/wenige,poco
wenigstens,por lo menos
wenn,cuando
wer,quién
Werbung,publicidad
werden,llegar a ser
werfen,lanzar
Werk,obra
Werkzeug,herramienta
wert,valioso
Wert,valor
wertlos,sin valor
wertvoll,valioso
weshalb,por qué
wetten,apostar
Wetterbericht,informe meteorológico
Wettervorhersage,previsión del tiempo
wichtig,importante
widersprechen,contradecir
wie,cómo
wieder/wieder-,otra vez
wiederholen,repetir
Wiederholung,repetición
wieviel,cuánto
willkommen,bienvenido
windig,ventoso
winken,saludar
wirken,actuar
wirklich,realmente
Wirklichkeit,realidad
Wirt,anfitrión
Wirtschaft,economía
wissen,saber
Wissenschaft,ciencia
Wissenschaftler,científico
wo,dónde
woher,de dónde
wohin,a dónde
wohl,bien
wohnen,vivir
Wohnort,lugar de residencia
bewölkt,nublado
Wolle,lana
wollen,querer
worüber,sobre qué
worum,de qué
Wörterbuch,diccionario
Wunder,milagro
wunderbar,maravilloso
sich wundern,sorprenderse
wunderschön,maravilloso
wütend,furioso
zahlen,pagar
Zahlung,pago
zählen,contar
Zahncreme,pasta de dientes
Zange,alicates
Zeichen,señal
zeichnen,dibujar
Zeichnung,dibujo
zeigen,mostrar
Zeile,línea
Zeitpunkt,momento
zurzeit,actualmente
zelten,acampar
zentral,central
zerstören,destruir
Zertifikat,certificado
Zeug,cosa
Zeuge,testigo
ziehen,tirar
ziemlich,bastante
Zinsen,intereses
Zivilstand,estado civil
Zone,zona
zu,a
zubereiten,preparar
zuerst,primero
Zufall,casualidad
zufällig,por casualidad
zufrieden,contento
zugänglich,accesible
zugehen,acercarse
Zuhause,hogar
zuhören,escuchar
Zuhörer,oyente
zukünftig,futuro
zuletzt,por último
zumachen,cerrar
zumindest,por lo menos
zunächst,primero
Zünder,cerilla
Zündholz,cerilla
zunehmen,aumentar
zusagen,aceptar
Zusammenarbeit,colaboración
Zusammenhang,relación
zusätzlich,adicional
zuschauen,mirar
Zuschauer,espectador
Zuschlag,suplemento
zussperren,cerrar con llave
zuständig,competente
zustimmen,estar de acuerdo
Zustimmung,acuerdo
Zutaten,ingredientes
zuverlässig,fiable
Zvieri/Znüni,merienda
zwar,aunque
Zweck,propósito
zweifeln,dudar
zwingen,obligar
Zwiebel,cebolla
zwischen,entre
Bulle,policía
Feind,enemigo
General,general
Hölle,infierno
Leiche,cadáver
Mord,asesinato
Mörder,asesino
Sergeant,sargento
Teufel,diablo
Tödlich,mortal
Töten,matar
Umbringen,asesinar
Wahnsinn,locura
Stipendium,beca
Verdammt,maldito
